ANO,MES,PODER,UO,UG,FONTE_MAE,NATUREZA3,VALOR_EMPENHADO
2024,7,EXE,11011,110011,500,333000000,0.0
2024,7,JUD,2003,20003,500,333000000,295.82
2024,7,EXE,16514,510514,500,333000000,51700.0
2024,7,EXE,20020,510020,500,333000000,345.0
2024,7,EXE,20020,510020,500,333000000,69.0
2024,7,EXE,13569,130569,802,333000000,1431846.98
2024,7,MPE,3004,30004,500,333000000,69.83
2024,7,EXE,21018,410018,500,331000000,13778178.45
2024,7,EXE,20020,510020,500,333000000,0.0
2024,7,EXE,11011,110011,500,333000000,2638.41
2024,7,EXE,27524,510524,500,333000000,500000.0
2024,7,EXE,20020,510020,500,333000000,0.0
2024,7,EXE,16537,520537,700,333000000,752.25
2024,7,EXE,30041,300041,500,333000000,-7189.06
2024,7,EXE,21018,410018,500,333000000,190000.0
2024,7,JUD,2003,20003,500,331000000,0.0
2024,7,EXE,23542,530542,501,333000000,0.0
2024,7,EXE,14566,140566,500,333000000,7273.84
2024,7,JUD,2003,20003,500,333000000,0.0
2024,6,EXE,16514,510514,500,333000000,197000.0
2024,7,EXE,17010,110010,500,333000000,46265.0
2024,7,JUD,2003,20003,500,331000000,0.0
2024,7,JUD,2501,20501,759,333000000,609073.25
2024,7,EXE,19034,540034,500,333000000,244.14
2024,7,EXE,23542,530542,501,333000000,69.0
2024,7,EXE,19047,190047,500,333000000,69.0
2024,7,EXE,27524,510556,600,333000000,6248.2
2024,7,EXE,17517,510517,500,333000000,120.75
2024,7,EXE,20020,510020,500,333000000,496850.0
2024,7,EXE,38001,380001,500,333000000,-138.0
2024,7,EXE,29032,520032,500,333000000,57500.0
2024,7,EXE,37001,370001,500,331000000,35605.85
2024,7,EXE,30041,300041,500,333000000,1359350.64
2024,7,EXE,17517,510517,500,331000000,5307.66
2024,7,EXE,27524,510023,500,331000000,399881.95
2024,7,EXE,35032,350032,500,331000000,20446.88
2024,7,EXE,21018,410018,500,331000000,514.51
2024,7,EXE,19033,540033,500,333000000,300.0
2024,7,EXE,13017,410017,500,331000000,30401.96
2024,7,EXE,11013,210013,500,331000000,64675.38
2024,7,EXE,13017,410017,500,331000000,21111.17
2024,7,EXE,19035,540035,500,331000000,149873.66
2024,7,EXE,19035,540035,500,331000000,21167.4
2024,7,EXE,19035,540035,500,331000000,507001.65
2024,7,EXE,27524,510524,600,333000000,12574.8
2024,7,EXE,34051,340051,500,333000000,912.0
2024,7,EXE,23542,530542,501,333000000,422.63
2024,7,MPE,3004,30004,500,331000000,3555508.11
2024,7,JUD,2003,20003,500,333000000,7935.0
2024,7,EXE,19034,540034,500,333000000,0.0
2024,7,EXE,19033,540033,500,333000000,0.0
2024,7,EXE,19034,540034,500,333000000,4279.76
2024,7,EXE,20516,510516,500,333000000,0.0
2024,7,EXE,14541,530541,500,333000000,2520.42
2024,7,EXE,36021,360021,500,333000000,-5840.0
2024,7,EXE,19033,540033,500,333000000,181.14
2024,7,EXE,24037,540037,501,333000000,0.0
2024,7,EXE,35538,530538,752,333000000,3978.6
2024,7,EXE,19047,190047,500,333000000,69.0
2024,7,EXE,16514,510514,500,333000000,700.0
2024,7,EXE,19047,190047,500,333000000,0.0
2024,7,EXE,27524,510524,706,333000000,206150.0
2024,7,EXE,14566,140566,500,333000000,13000.0
2024,7,EXE,27524,510524,500,333000000,120377.15
2024,7,EXE,16514,510514,500,333000000,256.5
2024,7,EXE,19047,190047,500,333000000,60.38
2024,7,EXE,13548,410548,500,333000000,663048.45
2024,7,EXE,27556,510556,500,333000000,908.89
2024,7,EXE,91997,910997,500,332000000,300000.0
2024,7,EXE,18021,510021,500,333000000,0.0
2024,7,EXE,17517,510517,500,333000000,2000.0
2024,7,EXE,19033,540033,500,333000000,0.0
2024,7,EXE,13569,130569,802,333000000,0.0
2024,7,EXE,34051,340051,500,333000000,37316.56
2024,7,EXE,19047,190047,500,333000000,1528.62
2024,7,EXE,14541,530541,500,333000000,0.0
2024,7,EXE,13017,410017,500,333000000,0.0
2024,7,EXE,13569,130569,802,333000000,6390.72
2024,7,EXE,23543,530543,709,333000000,0.0
2024,7,EXE,29031,520031,500,333000000,483.0
2024,6,EXE,16514,510514,500,333000000,97000.0
2024,7,EXE,19034,540034,500,333000000,737.18
2024,6,EXE,16514,510514,500,333000000,91430.0
2024,7,EXE,19034,540034,500,333000000,1271.0
2024,7,EXE,29031,520031,500,333000000,276.0
2024,7,JUD,2003,20003,500,333000000,1787.03
2024,7,EXE,23543,530543,709,333000000,12187.19
2024,7,EXE,18557,510557,500,333000000,8000.0
2024,7,EXE,18557,510557,500,333000000,8000.0
2024,7,EXE,18557,510557,500,333000000,8000.0
2024,7,EXE,24573,540573,500,333000000,165.0
2024,7,EXE,19035,540035,500,333000000,138.0
2024,7,EXE,18557,510557,500,333000000,8000.0
2024,7,EXE,23542,530542,501,333000000,724.5
2024,6,EXE,20516,510516,500,333000000,0.0
2024,7,EXE,20020,510020,570,333000000,32652.0
2024,7,EXE,18557,510557,500,333000000,8000.0
2024,7,EXE,19035,540035,500,333000000,705.82
2024,7,EXE,23542,530542,501,333000000,724.5
2024,7,EXE,19047,190047,500,333000000,181.13
2024,7,EXE,11006,110006,500,333000000,0.0
2024,7,EXE,19047,190047,500,333000000,69.0
2024,7,EXE,27524,510524,600,333000000,69543.29
2024,7,EXE,23542,530542,501,333000000,1207.54
2024,7,EXE,19035,540035,500,333000000,26450.68
2024,7,EXE,27556,510556,500,333000000,298.92
2024,7,EXE,35032,350032,500,333000000,1036.0
2024,7,EXE,19035,540035,500,333000000,1370.0
2024,7,MPE,3004,30004,500,333000000,0.0
2024,7,EXE,13017,410017,500,333000000,276.0
2024,7,EXE,35032,350032,500,333000000,344.0
2024,7,EXE,35032,350032,500,333000000,845.25
2024,7,EXE,27524,510524,706,333000000,104800.0
2024,7,EXE,13017,410017,500,333000000,276.0
2024,7,EXE,18021,510021,500,333000000,9722.85
2024,7,EXE,17517,510517,500,333000000,1500.0
2024,7,EXE,19512,410512,752,333000000,138.0
2024,7,EXE,20020,510020,500,333000000,69.0
2024,7,EXE,29032,520032,500,331000000,4423.06
2024,7,EXE,20020,510020,540,331000000,96091.28
2024,7,EXE,20020,510020,500,333000000,9632.0
2024,7,EXE,21018,410018,500,333000000,613499.48
2024,7,EXE,27556,510556,500,331000000,892593.47
2024,7,EXE,18520,510520,500,333000000,1426.91
2024,7,EXE,21018,410018,500,333000000,0.0
2024,7,EXE,17517,410506,500,333000000,17279.13
2024,7,EXE,29031,410506,500,333000000,2779.5
2024,7,EXE,16514,510514,500,333000000,4000.0
2024,7,EXE,16514,510514,500,333000000,100000.0
2024,7,EXE,24038,540038,500,333000000,3306.22
2024,7,EXE,19036,540036,500,333000000,4993.98
2024,7,EXE,19034,540034,500,333000000,12360.0
2024,7,EXE,19036,540036,759,333000000,0.0
2024,7,EXE,27524,510524,600,333000000,60.38
2024,7,EXE,23542,530542,501,333000000,414.0
2024,7,EXE,27556,510556,500,331000000,0.0
2024,7,EXE,34051,340051,500,333000000,0.0
2024,7,JUD,2501,20501,760,333000000,0.0
2024,7,EXE,29031,520031,500,344000000,0.0
2024,7,EXE,35538,530538,752,333000000,0.0
2024,7,MPE,3004,30004,500,333000000,0.0
2024,7,EXE,19033,540033,500,333000000,125.0
2024,7,EXE,19034,540034,500,333000000,4849.2
2024,7,EXE,18557,510557,500,333000000,4000.0
2024,7,EXE,19512,410512,501,333000000,50400.0
2024,7,EXE,21018,410018,500,333000000,69.0
2024,7,EXE,13570,130570,800,331000000,182859.61
2024,7,EXE,13551,510551,501,333000000,52330.0
2024,7,EXE,19033,540033,500,333000000,0.0
2024,7,EXE,24038,540038,500,333000000,362.26
2024,7,EXE,17517,510517,500,333000000,750.0
2024,7,EXE,20516,510516,500,333000000,207.0
2024,7,EXE,27524,510556,500,333000000,0.0
2024,7,EXE,27524,510524,500,333000000,1380.92
2024,7,EXE,19033,540033,500,333000000,400.0
2024,7,EXE,27524,510524,600,333000000,52968.76
2024,7,EXE,15024,510024,500,333000000,2210.08
2024,7,EXE,26031,530031,500,333000000,207.0
2024,7,EXE,27524,510524,600,333000000,69903.16
2024,7,EXE,19033,540033,500,333000000,250.0
2024,7,EXE,14555,520555,500,331000000,14456.15
2024,7,EXE,19512,410512,501,333000000,500000.0
2024,7,EXE,13569,130569,802,333000000,99.64
2024,7,JUD,2561,20561,759,333000000,5940.0
2024,7,EXE,29031,520031,500,333000000,69.0
2024,7,EXE,27524,510556,500,333000000,2709.09
2024,7,EXE,20020,510020,500,333000000,2354.05
2024,7,JUD,2003,20003,500,331000000,7386002.16
2024,7,EXE,20020,510020,500,333000000,69.0
2024,7,EXE,27524,510556,600,333000000,0.0
2024,7,EXE,11011,110011,500,333000000,1412.0
2024,7,EXE,17517,510517,500,333000000,0.0
2024,7,EXE,23542,530542,501,333000000,120.75
2024,7,EXE,19049,190049,500,333000000,0.0
2024,7,EXE,20516,510516,572,333000000,44800.0
2024,7,EXE,20020,510020,540,333000000,4215.14
2024,7,EXE,19035,540035,500,333000000,0.0
2024,7,EXE,27524,510556,500,333000000,9437.32
2024,7,EXE,11008,110006,500,333000000,2119.8
2024,7,EXE,27524,510524,706,333000000,162000.0
2024,7,EXE,30041,300041,500,333000000,0.0
2024,7,EXE,14030,520030,500,333000000,258.75
2024,7,EXE,27524,410506,500,333000000,0.0
2024,7,EXE,19036,540036,753,333000000,0.0
2024,7,JUD,2003,20003,500,333000000,2396.8
2024,7,EXE,19035,410506,500,333000000,239753.76
2024,7,EXE,34051,340051,500,333000000,85393.89
2024,7,EXE,16514,510514,500,331000000,12090.71
2024,7,EXE,24573,540573,500,333000000,11000.0
2024,7,EXE,13017,410506,500,333000000,62506.57
2024,7,EXE,27524,510556,600,333000000,-2508.6
2024,7,EXE,34051,340051,500,333000000,1836.0
2024,7,EXE,13017,410017,500,344000000,252000.0
2024,7,JUD,2561,20561,759,333000000,594.0
2024,7,EXE,27524,510556,500,333000000,29380.94
2024,7,EXE,11504,410504,501,333000000,1684.0
2024,7,JUD,2003,20003,500,333000000,2018.91
2024,7,EXE,20020,510020,500,333000000,2500.0
2024,7,EXE,21018,410018,500,333000000,0.0
2024,7,EXE,19512,410512,501,333000000,3082.78
2024,7,LEG,1500,10500,759,333000000,4818.85
2024,7,EXE,13017,410017,754,333000000,843.0
2024,7,EXE,19512,410512,501,333000000,4375.13
2024,7,LEG,1002,10002,500,333000000,3276.0
2024,7,JUD,2003,20003,500,333000000,60.38
2024,7,EXE,35032,350032,500,333000000,30000.0
2024,7,EXE,23542,530542,501,333000000,1700.0
2024,7,JUD,2003,20003,500,333000000,60.38
2024,7,EXE,20020,510020,500,333000000,69.0
2024,8,JUD,2003,20003,500,331000000,355049.47
2024,8,EXE,27524,510524,500,333000000,0.0
2024,8,EXE,23542,530542,501,333000000,2106.0
2024,8,EXE,27524,510524,500,333000000,69.0
2024,8,EXE,35538,530538,752,333000000,1586.52
2024,7,EXE,19512,410512,501,333000000,20250.0
2024,8,EXE,19033,540033,500,333000000,9939.27
2024,7,EXE,34051,340051,500,333000000,1710.0
2024,8,EXE,27524,510524,600,333000000,124958.55
2024,8,EXE,23542,530542,501,333000000,8400.0
2024,8,EXE,26031,530031,500,333000000,3200.0
2024,8,EXE,27524,510556,500,333000000,22553.6
2024,8,EXE,19034,540034,500,333000000,4090.0
2024,8,EXE,27524,510556,600,333000000,2253.2
2024,8,EXE,27524,510556,500,333000000,11788.8
2024,8,EXE,36522,510522,711,333000000,0.0
2024,8,EXE,26031,530031,500,344000000,0.0
2024,8,EXE,27524,510556,600,333000000,1080.0
2024,8,EXE,91997,910997,500,333000000,0.0
2024,8,EXE,16514,510514,500,333000000,24800.0
2024,8,EXE,27524,510524,500,333000000,15000.0
2024,8,EXE,19034,540034,500,333000000,18500.0
2024,8,MPE,3004,30004,500,333000000,28459.2
2024,8,EXE,27524,510524,500,333000000,2974.96
2024,8,EXE,20020,510020,500,333000000,0.0
2024,8,EXE,23542,510514,501,333000000,134000.0
2024,8,EXE,30041,300041,500,333000000,6333711.38
2024,8,MPE,3004,30004,500,333000000,681.8
2024,8,EXE,27524,510524,500,333000000,138000.0
2024,8,EXE,27524,510556,600,333000000,2400.0
2024,8,EXE,27524,510524,500,333000000,251686.19
2024,8,EXE,29538,520538,501,333000000,1868.35
2024,8,EXE,11006,110006,500,333000000,0.0
2024,8,EXE,14030,520030,500,331000000,0.0
2024,8,EXE,21018,410018,500,331000000,7269.04
2024,8,EXE,21018,410018,500,331000000,283227.93
2024,8,EXE,23542,530542,501,333000000,1890.0
2024,8,EXE,27524,510023,500,331000000,1582805.69
2024,8,EXE,16026,520026,500,331000000,978.67
2024,8,EXE,21018,510514,500,333000000,39000.0
2024,8,EXE,27524,510023,605,331000000,0.0
2024,8,EXE,20516,510516,500,331000000,23392.97
2024,8,EXE,19035,540035,500,333000000,529.36
2024,8,EXE,27524,510524,500,333000000,0.0
2024,8,EXE,20020,510020,500,333000000,0.0
2024,8,EXE,28027,520027,500,333000000,690.0
2024,8,EXE,19034,540034,500,333000000,1698.4
2024,8,EXE,20020,510020,540,333000000,0.0
2024,8,EXE,11011,110011,500,331000000,102981.36
2024,8,EXE,17517,510517,500,333000000,175.02
2024,8,EXE,14030,520030,500,333000000,60.38
2024,8,EXE,19033,540033,500,333000000,0.0
2024,8,EXE,19035,540035,500,333000000,1035.0
2024,8,EXE,15024,510024,500,331000000,1887.66
2024,8,EXE,13551,510551,500,331000000,244.69
2024,8,EXE,13551,510551,500,331000000,2653.83
2024,8,EXE,20020,510020,500,333000000,1518.0
2024,8,JUD,2003,20003,500,333000000,0.0
2024,8,EXE,19563,190563,713,333000000,1141330.0
2024,8,EXE,28027,520027,500,333000000,0.0
2024,8,EXE,19034,540034,500,333000000,0.0
2024,8,EXE,15024,510024,500,333000000,20503.8
2024,8,JUD,2003,20003,500,331000000,653265.46
2024,8,EXE,21018,410018,500,333000000,140000.0
2024,8,JUD,2501,20501,759,344000000,0.0
2024,8,EXE,16514,510514,500,331000000,0.0
2024,8,LEG,1500,10500,759,333000000,0.0
2024,8,EXE,27556,510556,500,331000000,39247.49
2024,8,EXE,27524,510524,600,333000000,7867.08
2024,8,EXE,11006,110006,500,333000000,258.75
2024,8,EXE,35032,350032,500,333000000,69.0
2024,8,EXE,16026,410548,500,333000000,17441.12
2024,8,EXE,13551,510551,501,333000000,90766.48
2024,8,EXE,14555,520555,500,333000000,473.66
2024,8,EXE,24037,540037,500,333000000,345.0
2024,8,EXE,35032,350032,500,333000000,69.0
2024,8,EXE,35032,350032,500,333000000,69.0
2024,8,JUD,2003,20003,500,333000000,161.06
2024,8,EXE,24037,540037,500,333000000,414.0
2024,8,EXE,18021,510021,500,333000000,0.0
2024,8,EXE,27524,510556,500,333000000,38850.0
2024,8,EXE,13569,130569,802,333000000,8400.0
2024,8,JUD,2003,20003,500,333000000,161.06
2024,8,EXE,35538,530538,752,333000000,3388.8
2024,8,EXE,27524,510524,600,333000000,263041.32
2024,8,EXE,20020,510020,500,333000000,18813.22
2024,8,EXE,19033,540033,500,333000000,0.0
2024,8,EXE,17517,510517,500,333000000,1500.0
2024,8,EXE,27524,510556,602,333000000,119.61
2024,8,EXE,35032,350032,500,333000000,69.0
2024,8,EXE,19035,540035,500,333000000,69.0
2024,8,EXE,27556,510556,500,333000000,298.54
2024,8,EXE,18021,510021,500,333000000,6051.6
2024,8,EXE,20020,510020,540,331000000,13866505.31
2024,8,EXE,30041,300041,500,333000000,0.0
2024,8,EXE,14555,520555,500,333000000,0.0
2024,8,EXE,19047,190047,500,333000000,4742.21
2024,8,EXE,27524,510524,500,333000000,500038.56
2024,8,EXE,15526,510526,500,333000000,210405.88
2024,8,EXE,23032,530032,500,331000000,3523.56
2024,8,EXE,27524,510556,500,333000000,282920.58
2024,8,EXE,19033,540033,500,333000000,133.33
2024,8,EXE,19047,190047,500,333000000,18835.8
2024,8,EXE,27524,510524,500,333000000,494153.6
2024,8,EXE,20020,510020,570,333000000,87564.0
2024,8,EXE,27524,510524,500,333000000,2697869.39
2024,8,EXE,14555,520555,501,333000000,2603.09
2024,8,EXE,27524,510556,500,333000000,39943.5
2024,8,EXE,19512,410512,501,333000000,905.7
2024,8,EXE,19512,410512,752,333000000,1035.0
2024,8,MPE,3004,30004,500,333000000,3611.88
2024,8,EXE,24038,540038,500,333000000,60.38
2024,8,EXE,16514,510514,500,333000000,0.0
2024,8,EXE,18557,510557,500,333000000,0.0
2024,8,EXE,27524,510524,600,333000000,181.13
2024,8,EXE,19033,540033,500,333000000,2575.0
2024,8,EXE,29032,520032,500,333000000,0.0
2024,8,EXE,23542,530542,501,333000000,1575.0
2024,8,EXE,17517,510517,500,333000000,0.0
2024,8,EXE,23542,530542,501,333000000,2100.0
2024,8,EXE,15526,510526,761,333000000,54000.0
2024,8,EXE,29032,520032,500,333000000,136000.0
2024,8,EXE,34568,340568,712,344000000,105000.0
2024,8,EXE,29032,520032,500,333000000,0.0
2024,8,EXE,27556,510556,500,333000000,112693.72
2024,8,EXE,23542,530542,501,333000000,483.0
2024,8,EXE,14528,520528,500,333000000,1414.66
2024,8,EXE,15024,510024,500,333000000,0.0
2024,8,EXE,16026,520026,500,333000000,0.0
2024,8,EXE,16026,520026,500,333000000,0.0
2024,8,EXE,19036,540036,500,333000000,0.0
2024,8,EXE,27556,510556,500,333000000,0.0
2024,8,EXE,14528,520528,500,333000000,2255.08
2024,8,EXE,21513,410513,500,333000000,20776.91
2024,8,EXE,11015,110015,500,333000000,60.38
2024,8,EXE,14030,520030,500,333000000,1207.52
2024,8,EXE,30041,300041,500,333000000,0.0
2024,8,EXE,11006,110006,500,333000000,-7586.75
2024,8,EXE,30041,300041,500,333000000,0.0
2024,8,EXE,17517,410506,500,333000000,0.0
2024,8,EXE,14555,520555,500,344000000,0.0
2024,8,EXE,19512,410512,501,333000000,665847.23
2024,8,EXE,14030,520030,500,333000000,258.75
2024,8,EXE,14566,140566,500,333000000,1769.56
2024,8,EXE,19047,190047,500,333000000,14600.0
2024,8,EXE,20020,510020,500,333000000,25088.0
2024,8,EXE,13551,510551,501,333000000,278.22
2024,8,EXE,13551,510551,501,333000000,1002.1
2024,8,EXE,27524,510556,600,333000000,40927.93
2024,8,EXE,16026,520026,500,333000000,543.38
2024,8,EXE,18021,510021,500,333000000,120000.0
2024,8,EXE,35032,350032,754,344000000,0.0
2024,8,EXE,19033,540033,500,333000000,1638.75
2024,8,EXE,19033,540033,500,333000000,0.0
2024,8,EXE,13017,410017,500,333000000,0.0
2024,8,EXE,13551,510551,500,333000000,20000.0
2024,8,EXE,13551,510551,500,333000000,49639.47
2024,8,EXE,27524,510524,600,333000000,35387.13
2024,8,EXE,23032,530032,500,333000000,345.0
2024,8,MPE,3004,30004,500,333000000,0.0
2024,8,EXE,15526,510526,500,333000000,181.13
2024,8,EXE,27524,510556,600,333000000,-563.92
2024,8,EXE,13571,130571,801,331000000,3481046.17
2024,8,EXE,27524,510556,600,333000000,12877.28
2024,8,EXE,11011,110011,500,333000000,2837.74
2024,8,EXE,19047,190047,500,333000000,0.0
2024,8,EXE,19035,540035,500,333000000,0.0
2024,8,EXE,19035,540035,500,333000000,0.0
2024,8,EXE,15024,510024,500,333000000,3750.2
2024,8,EXE,27524,510524,500,333000000,279300.0
2024,8,EXE,27524,510524,500,333000000,23864.0
2024,8,EXE,27524,510524,500,333000000,344.1
2024,8,EXE,19036,540036,759,333000000,0.0
2024,8,JUD,2561,20561,759,333000000,1188.0
2024,8,JUD,2003,20003,500,333000000,161.06
2024,8,EXE,20020,510020,500,333000000,48960.0
2024,8,EXE,23542,530542,501,333000000,0.0
2024,8,EXE,19563,190563,713,333000000,0.0
2024,8,EXE,16026,520026,500,333000000,48161.77
2024,8,EXE,16514,510514,500,333000000,0.0
2024,8,EXE,13551,510551,500,333000000,435.0
2024,8,EXE,27524,510524,749,344000000,0.0
2024,8,EXE,16506,410506,500,333000000,378451.51
2024,8,EXE,27524,510556,602,333000000,140.0
2024,8,EXE,19512,410512,501,333000000,3332.98
2024,8,EXE,19036,540036,753,333000000,0.0
2024,8,EXE,21018,410018,500,344000000,650.0
2024,8,EXE,19033,540033,500,333000000,78197.0
2024,8,JUD,2003,20003,500,333000000,0.0
2024,8,EXE,27524,510556,500,333000000,436857.6
2024,8,EXE,13548,410548,501,344000000,8595.0
2024,8,JUD,2003,20003,500,333000000,1200.0
2024,8,EXE,24038,540038,500,333000000,15769.31
2024,8,EXE,24038,540038,500,333000000,17000.0
2024,8,EXE,11504,410504,501,333000000,275.98
2024,8,EXE,35538,530538,500,344000000,-958545.09
2024,8,EXE,19035,540035,500,333000000,0.0
2024,8,LEG,1002,10002,500,331000000,3751693.68
2024,8,EXE,17517,510517,500,333000000,479.0
2024,8,EXE,19034,540034,500,333000000,-500.0
2024,8,EXE,16514,510514,500,333000000,40000.0
2024,8,JUD,2003,20003,500,333000000,161.06
2024,8,EXE,20020,510020,500,333000000,86144.0
2024,8,EXE,19035,540035,500,333000000,207.0
2024,8,JUD,2003,20003,500,333000000,1818428.42
2024,8,EXE,23542,530542,501,333000000,4892.96
2024,8,EXE,34051,340051,500,333000000,94000.0
2024,8,EXE,13569,130569,802,333000000,470.0
2024,8,JUD,2003,20003,500,333000000,404.26
2024,8,EXE,19033,540033,500,333000000,0.0
2024,8,EXE,24037,540037,500,333000000,0.0
2024,8,EXE,19035,540035,500,333000000,898.32
2024,8,EXE,17517,510517,500,333000000,6670.0
2024,8,EXE,27524,510556,500,333000000,4775.0
2024,8,EXE,30041,300041,500,333000000,100000.0
2024,8,EXE,27556,510556,500,331000000,462161.04
2024,8,EXE,27524,510524,600,333000000,0.0
2024,8,EXE,26031,530031,500,333000000,1630.1
2024,8,EXE,19033,540033,500,333000000,0.0
2024,8,LEG,1500,10500,759,333000000,3671.5
2024,8,LEG,1002,10002,500,333000000,2512.2
2024,8,EXE,20020,510020,500,333000000,828.0
2024,8,LEG,1001,10001,500,333000000,39140.61
2024,8,EXE,14555,520555,500,333000000,603.75
2024,8,EXE,19033,540033,500,333000000,150.0
2024,8,EXE,24038,540038,500,333000000,60.38
2024,8,EXE,20020,510020,500,333000000,966.0
2024,8,EXE,29033,520033,500,333000000,27000.0
2024,8,EXE,19036,540036,759,333000000,0.0
2024,8,EXE,21513,410513,500,333000000,2526.52
2024,8,EXE,27524,510524,500,333000000,0.0
2024,8,EXE,27524,510524,500,333000000,17600.0
2024,8,EXE,11015,110015,500,333000000,0.0
2024,8,EXE,34051,340051,500,333000000,187904.0
2024,8,EXE,19035,540035,500,333000000,79277.96
2024,8,EXE,20516,510516,500,333000000,2470.38
2024,8,MPE,3004,30004,500,331000000,402267.98
2024,8,EXE,20516,510516,572,333000000,69.0
2024,8,EXE,27524,510524,500,333000000,0.0
2024,8,EXE,27524,510556,500,333000000,0.0
2024,8,EXE,19035,540035,500,331000000,475491.36
2024,8,EXE,28027,520027,700,333000000,360.0
2024,8,EXE,29538,520538,501,333000000,1347.48
2024,8,EXE,11006,110006,500,333000000,12402.82
2024,8,EXE,23543,530543,709,333000000,4491.6
2024,8,EXE,27524,510524,706,333000000,0.0
2024,8,EXE,15024,510024,500,333000000,8000.0
2024,8,EXE,27524,510556,600,333000000,2148.3
2024,8,EXE,19512,410512,501,333000000,1781.21
2024,8,EXE,11006,110006,500,333000000,828.0
2024,8,EXE,23542,530542,703,333000000,2360.0
2024,8,EXE,20020,510020,540,333000000,542349.04
2024,8,EXE,35032,350032,500,333000000,4250.0
2024,8,LEG,1001,10001,500,333000000,20856.08
2024,8,EXE,14541,510514,500,333000000,0.0
2024,8,EXE,11013,210013,500,333000000,57609.28
2024,8,EXE,27556,510556,500,333000000,817.42
2024,8,EXE,14555,520555,501,333000000,60.38
2024,8,EXE,14555,520555,501,333000000,845.25
2024,8,EXE,21513,410513,754,344000000,1572.06
2024,8,JUD,2003,20003,500,333000000,161.06
2024,9,EXE,24037,540037,500,333000000,0.0
2024,9,EXE,27524,510524,600,333000000,452754.84
2024,9,EXE,11006,110006,500,333000000,1000.0
2024,9,EXE,35538,530538,752,333000000,0.0
2024,9,EXE,19049,190049,500,333000000,0.0
2024,9,EXE,16514,510514,500,333000000,0.0
2024,9,EXE,27524,510556,500,333000000,0.0
2024,9,EXE,11011,110011,500,333000000,0.0
2024,9,EXE,11006,410506,500,333000000,6963.9
2024,9,EXE,19049,190049,500,333000000,0.0
2024,9,EXE,24573,410506,500,333000000,3811.3
2024,9,EXE,30041,300041,500,333000000,0.0
2024,9,EXE,11011,110011,500,333000000,858.0
2024,9,EXE,23542,530542,501,333000000,0.0
2024,9,EXE,37001,370001,500,333000000,-4510.16
2024,9,JUD,2501,20501,760,333000000,5105.1
2024,9,EXE,19036,540036,500,333000000,549.0
2024,9,EXE,27556,510556,500,331000000,0.0
2024,9,EXE,27524,510524,500,333000000,27521.22
2024,9,EXE,13548,410548,501,333000000,0.0
2024,9,EXE,35538,530538,752,333000000,1042.39
2024,9,JUD,2003,20003,500,333000000,3000.0
2024,9,EXE,19047,190047,500,333000000,1083.0
2024,9,EXE,13017,410017,754,333000000,25807.43
2024,9,EXE,20020,510020,500,333000000,0.0
2024,9,EXE,20020,510020,500,333000000,0.0
2024,9,EXE,11504,410504,501,333000000,1347.48
2024,9,EXE,14528,520528,501,333000000,274.41
2024,9,EXE,20516,510516,500,333000000,276.0
2024,9,EXE,35538,530538,752,333000000,0.0
2024,9,EXE,19047,190047,500,333000000,241.51
2024,9,EXE,23542,530542,501,333000000,0.0
2024,9,EXE,17010,110010,500,333000000,362230.1
2024,9,EXE,30041,300041,761,333000000,0.0
2024,9,EXE,19035,540035,500,333000000,0.0
2024,9,EXE,34051,340051,500,333000000,0.0
2024,9,EXE,16514,510514,500,333000000,0.0
2024,9,EXE,16514,510514,500,333000000,0.0
2024,9,JUD,2003,20003,500,331000000,18967.51
2024,9,EXE,14566,140566,500,333000000,19856.68
2024,9,MPE,3004,30004,500,333000000,0.0
2024,9,EXE,19033,540033,500,333000000,80000.0
2024,9,EXE,14030,520030,500,333000000,18000.0
2024,9,JUD,2003,20003,500,331000000,6447.87
2024,9,EXE,27524,510524,500,333000000,0.0
2024,9,EXE,20516,510516,500,333000000,71260.0
2024,9,EXE,30041,300041,500,331000000,5537.95
2024,9,EXE,11006,110006,500,333000000,460984.33
2024,9,EXE,16514,510514,500,333000000,0.0
2024,9,EXE,27524,510524,500,333000000,69.0
2024,9,EXE,27524,510023,500,331000000,0.0
2024,9,EXE,27524,510023,500,331000000,0.0
2024,9,EXE,16026,510514,500,333000000,0.0
2024,9,EXE,11504,410504,501,331000000,0.0
2024,9,EXE,26031,530031,500,333000000,0.0
2024,9,EXE,35538,530538,500,331000000,0.0
2024,9,EXE,26031,530031,500,331000000,0.0
2024,9,EXE,17517,410548,500,333000000,8850.0
2024,9,EXE,30041,300041,500,333000000,0.0
2024,8,EXE,11564,110564,500,333000000,69.0
2024,9,EXE,27524,510524,500,333000000,837086.33
2024,9,EXE,30041,300041,500,333000000,0.0
2024,9,EXE,23032,530032,500,331000000,0.0
2024,9,EXE,36021,360021,500,331000000,0.0
2024,9,EXE,28027,520027,700,333000000,128440.0
2024,9,MPE,3004,30004,500,333000000,0.0
2024,9,EXE,14541,530541,500,333000000,221044.67
2024,9,EXE,27556,510556,500,331000000,51968.8
2024,9,EXE,13571,130571,801,331000000,0.0
2024,9,EXE,19036,540036,500,333000000,20850.51
2024,9,EXE,27524,510524,600,333000000,62874.09
2024,9,EXE,20020,510020,540,333000000,0.0
2024,9,EXE,20020,510020,500,333000000,9182.71
2024,9,EXE,17010,110010,500,333000000,241.52
2024,9,EXE,19035,540035,500,333000000,72267.18
